STATION,NAME,DATE,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TmeanC
USW00013722,"RALEIGH AIRPORT, NC US",9/6/2015,0,,0,0,73,81,66,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",9/7/2015,0,,0,0,77,87,71,25
USW00013722,"RALEIGH AIRPORT, NC US",9/8/2015,0.04,,0,0,77,89,70,25
USW00013722,"RALEIGH AIRPORT, NC US",9/9/2015,0.21,,0,0,79,91,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/10/2015,0.21,,0,0,79,89,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/11/2015,0,,0,0,76,84,70,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/12/2015,0.34,,0,0,75,78,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/13/2015,0,,0,0,68,76,55,20
USW00013722,"RALEIGH AIRPORT, NC US",9/14/2015,0,,0,0,63,78,48,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",9/15/2015,0,,0,0,65,82,50,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",9/16/2015,0,,0,0,67,81,52,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/17/2015,0,,0,0,70,84,60,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/18/2015,0,,0,0,70,84,56,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/19/2015,0,,0,0,73,87,62,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",9/20/2015,0,,0,0,73,86,62,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",9/21/2015,0,,0,0,72,79,65,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",9/22/2015,0,,0,0,69,79,66,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/23/2015,0,,0,0,71,77,63,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/24/2015,0.2,,0,0,68,76,60,20
USW00013722,"RALEIGH AIRPORT, NC US",9/25/2015,1.42,,0,0,67,70,64,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/26/2015,1.02,,0,0,66,69,64,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",9/27/2015,0.03,,0,0,69,77,64,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",9/28/2015,0.28,,0,0,74,80,70,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",9/29/2015,0.9,,0,0,76,82,74,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/30/2015,0.06,,0,0,77,83,66,25
USW00013722,"RALEIGH AIRPORT, NC US",10/1/2015,0.34,,0,0,65,66,58,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/2/2015,2.07,0,0,0,58,60,55,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/3/2015,1.23,,0,0,57,68,53,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",10/4/2015,0.13,,0,0,65,69,58,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/5/2015,0.12,0,0,0,59,60,56,15
USW00013722,"RALEIGH AIRPORT, NC US",10/6/2015,0,,0,0,61,73,51,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",10/7/2015,0,,0,0,63,81,52,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",10/8/2015,0,,0,0,68,83,57,20
USW00013722,"RALEIGH AIRPORT, NC US",10/9/2015,0,,0,0,70,82,60,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",10/10/2015,0.18,,0,0,65,67,56,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/11/2015,0,,0,0,60,72,52,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",10/12/2015,0,,0,0,62,78,51,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/13/2015,0,,0,0,67,79,60,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/14/2015,0,,0,0,65,77,52,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",10/15/2015,0,,0,0,59,73,47,15
USW00013722,"RALEIGH AIRPORT, NC US",10/16/2015,0.01,,0,0,58,68,47,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/17/2015,0,,0,0,53,67,39,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/18/2015,0,,0,0,47,58,33,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",10/19/2015,0,,0,0,44,60,32,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",10/20/2015,0,,0,0,49,70,34,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",10/21/2015,0,,0,0,54,76,38,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",10/22/2015,0,,0,0,58,79,41,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/23/2015,0,,0,0,62,79,49,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/24/2015,0,,0,0,62,71,51,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/25/2015,0,,0,0,63,77,56,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",10/26/2015,0,,0,0,59,64,52,15
USW00013722,"RALEIGH AIRPORT, NC US",10/27/2015,0.47,,0,0,53,63,50,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",10/28/2015,0.46,,0,0,67,73,63,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",10/29/2015,0.05,,0,0,68,74,57,20
USW00013722,"RALEIGH AIRPORT, NC US",10/30/2015,0,,0,0,59,68,45,15
USW00013722,"RALEIGH AIRPORT, NC US",10/31/2015,0,,0,0,52,66,40,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/1/2015,0.15,,0,0,59,63,55,15
USW00013722,"RALEIGH AIRPORT, NC US",11/2/2015,1.52,,0,0,63,66,59,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",11/3/2015,0.53,,0,0,61,65,59,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/4/2015,0,,0,0,62,70,59,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",11/5/2015,0,,0,0,65,74,63,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",11/6/2015,0,,0,0,68,76,65,20
USW00013722,"RALEIGH AIRPORT, NC US",11/7/2015,0.54,,0,0,70,72,59,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/8/2015,0,,0,0,56,59,50,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",11/9/2015,1.45,,0,0,51,55,47,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/10/2015,0.22,,0,0,57,69,48,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",11/11/2015,0,,0,0,56,68,46,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",11/12/2015,0,,0,0,58,77,45,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",11/13/2015,0,,0,0,58,66,44,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",11/14/2015,0,,0,0,48,60,34,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",11/15/2015,0,,0,0,45,64,31,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",11/16/2015,0,,0,0,48,65,36,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",11/17/2015,0,,0,0,51,67,38,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/18/2015,0,,0,0,61,72,53,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",11/19/2015,1.86,,0,0,68,73,56,20
USW00013722,"RALEIGH AIRPORT, NC US",11/20/2015,0,,0,0,58,62,40,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",11/21/2015,0,,0,0,45,60,32,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",11/22/2015,0,,0,0,49,52,36,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",11/23/2015,0,,0,0,38,47,29,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",11/24/2015,0,,0,0,39,57,27,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",11/25/2015,0,,0,0,44,59,30,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",11/26/2015,0,,0,0,51,70,39,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/27/2015,0,,0,0,55,71,43,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/28/2015,0,,0,0,55,71,45,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",11/29/2015,0.13,,0,0,60,74,49,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",11/30/2015,0.74,,0,0,53,60,45,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/1/2015,0.04,,0,0,47,53,43,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/2/2015,0.04,,0,0,56,64,52,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",12/3/2015,0,,0,0,52,58,39,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",12/4/2015,0,,0,0,43,54,33,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",12/5/2015,0,,0,0,40,56,29,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/6/2015,0,,0,0,42,60,29,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/7/2015,0,,0,0,50,58,41,10
USW00013722,"RALEIGH AIRPORT, NC US",12/8/2015,0,,0,0,47,61,36,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/9/2015,0,,0,0,50,64,42,10
USW00013722,"RALEIGH AIRPORT, NC US",12/10/2015,0,,0,0,55,67,44,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",12/11/2015,0,,0,0,59,71,50,15
USW00013722,"RALEIGH AIRPORT, NC US",12/12/2015,0,,0,0,61,75,53,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",12/13/2015,0,,0,0,60,73,50,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",12/14/2015,0.04,,0,0,66,75,62,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",12/15/2015,0,,0,0,64,72,48,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",12/16/2015,0,,0,0,53,65,43,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/17/2015,0.89,,0,0,54,59,51,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",12/18/2015,0.16,,0,0,56,59,37,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",12/19/2015,0,,0,0,39,48,26,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",12/20/2015,0,,0,0,38,54,27,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/21/2015,0,,0,0,45,57,36,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",12/22/2015,0.66,,0,0,57,65,51,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",12/23/2015,1.68,,0,0,65,73,61,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",12/24/2015,0.04,,0,0,71,77,66,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/25/2015,0,,0,0,71,74,65,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/26/2015,0.01,,0,0,67,74,63,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",12/27/2015,0,,0,0,68,76,64,20
USW00013722,"RALEIGH AIRPORT, NC US",12/28/2015,0.15,,0,0,62,68,51,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",12/29/2015,0.1,,0,0,58,74,53,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",12/30/2015,1.79,,0,0,66,67,63,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",12/31/2015,0.47,,0,0,63,66,51,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",1/1/2016,0,,0,0,49,51,43,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/2/2016,0,,0,0,43,52,32,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/3/2016,0,,0,0,40,53,31,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/4/2016,0,,0,0,38,43,29,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/5/2016,0,,0,0,29,34,23,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/6/2016,0,,0,0,30,45,21,-1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/7/2016,0,,0,0,40,44,37,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/8/2016,0.04,,0,0,42,47,40,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/9/2016,0.18,,0,0,47,54,45,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/10/2016,0.05,,0,0,56,63,37,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",1/11/2016,0,,0,0,37,45,27,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/12/2016,0,,0,0,38,54,28,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/13/2016,0,,0,0,38,43,27,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/14/2016,0,,0,0,40,60,27,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/15/2016,0.37,,0,0,44,51,35,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/16/2016,0,,0,0,49,61,42,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/17/2016,0.13,,0,0,40,42,29,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/18/2016,0,,0,0,32,35,22,0
USW00013722,"RALEIGH AIRPORT, NC US",1/19/2016,0,,0,0,24,32,18,-4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/20/2016,0,,0,0,27,39,18,-2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/21/2016,0,,0,0,34,44,26,1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/22/2016,0.95,,1.2,0,29,32,25,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/23/2016,0.01,,0,1.2,28,32,24,-2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/24/2016,0,,0,1.2,35,47,28,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/25/2016,0,,0,1.2,35,52,24,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/26/2016,0,,0,0,46,61,35,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",1/27/2016,0,,0,0,49,52,40,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/28/2016,0,,0,0,40,45,34,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/29/2016,0,,0,0,42,54,31,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/30/2016,0,,0,0,40,56,26,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/31/2016,0,,0,0,51,70,38,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",2/1/2016,0,,0,0,59,72,47,15
USW00013722,"RALEIGH AIRPORT, NC US",2/2/2016,0,,0,0,56,60,49,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",2/3/2016,1.26,,0,0,58,72,51,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",2/4/2016,0.27,,0,0,59,63,42,15
USW00013722,"RALEIGH AIRPORT, NC US",2/5/2016,0.01,,0,0,43,47,29,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",2/6/2016,0,,0,0,36,48,26,2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",2/7/2016,0,,0,0,40,44,37,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",2/8/2016,0.09,,0,0,41,56,28,5
USW00013722,"RALEIGH AIRPORT, NC US",2/9/2016,0,,0,0,38,44,29,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",2/10/2016,0,,0,0,32,40,24,0
USW00013722,"RALEIGH AIRPORT, NC US",2/11/2016,0,,0,0,29,41,19,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",2/12/2016,0,,0,0,29,32,25,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",2/13/2016,0,,0,0,31,34,21,-0.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/14/2016,0,,0,0,23,32,15,-5
USW00013722,"RALEIGH AIRPORT, NC US",2/15/2016,0.33,,0.2,0,27,35,23,-2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",2/16/2016,1.16,,0,0,48,60,35,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",2/17/2016,0,,0,0,47,57,38,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",2/18/2016,0,,0,0,42,51,32,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/19/2016,0,,0,0,39,53,26,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",2/20/2016,0,,0,0,52,66,43,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",2/21/2016,0.04,,0,0,56,71,45,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",2/22/2016,0.87,,0,0,55,57,45,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",2/23/2016,0.19,,0,0,45,46,43,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",2/24/2016,0.46,,0,0,55,73,45,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",2/25/2016,0,,0,0,51,55,40,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",2/26/2016,0,,0,0,42,50,31,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/27/2016,0,,0,0,37,52,24,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",2/28/2016,0,,0,0,47,67,31,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",2/29/2016,0,,0,0,59,73,46,15
USW00013722,"RALEIGH AIRPORT, NC US",3/1/2016,0,,0,0,56,74,38,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",3/2/2016,0.1,,0,0,55,64,35,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/3/2016,0.03,,0,0,39,49,28,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",3/4/2016,0.08,,0,0,41,52,35,5
USW00013722,"RALEIGH AIRPORT, NC US",3/5/2016,0,,0,0,44,55,34,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",3/6/2016,0.04,,0,0,47,58,37,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",3/7/2016,0,,0,0,49,68,35,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",3/8/2016,0,,0,0,60,78,47,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",3/9/2016,0,,0,0,63,78,51,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",3/10/2016,0,,0,0,68,79,57,20
USW00013722,"RALEIGH AIRPORT, NC US",3/11/2016,0,,0,0,71,80,63,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",3/12/2016,0,,0,0,68,78,59,20
USW00013722,"RALEIGH AIRPORT, NC US",3/13/2016,0.89,,0,0,68,77,60,20
USW00013722,"RALEIGH AIRPORT, NC US",3/14/2016,1.87,,0,0,69,80,58,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",3/15/2016,0,,0,0,64,78,55,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/16/2016,0,,0,0,69,86,57,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",3/17/2016,0,,0,0,65,77,46,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",3/18/2016,0,,0,0,62,72,48,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",3/19/2016,0.03,,0,0,55,60,43,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/20/2016,0.09,,0,0,42,43,40,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",3/21/2016,0,,0,0,45,57,37,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",3/22/2016,0,,0,0,48,66,32,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",3/23/2016,0,,0,0,61,77,48,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/24/2016,0,,0,0,66,78,54,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",3/25/2016,0.04,,0,0,69,76,64,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",3/26/2016,0.06,,0,0,62,65,55,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",3/27/2016,0.73,,0,0,57,59,54,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",3/28/2016,0.08,,0,0,64,75,54,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/29/2016,0,,0,0,57,67,45,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",3/30/2016,0,,0,0,55,69,42,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/31/2016,0,,0,0,65,77,55,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",4/1/2016,0.01,,0,0,71,78,67,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/2/2016,0.25,,0,0,66,71,56,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/3/2016,0,,0,0,54,62,44,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/4/2016,0,,0,0,59,76,46,15
USW00013722,"RALEIGH AIRPORT, NC US",4/5/2016,0,,0,0,53,62,37,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/6/2016,0,,0,0,45,63,29,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",4/7/2016,0.09,,0,0,60,69,53,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",4/8/2016,0,,0,0,55,63,41,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",4/9/2016,0,,0,0,48,52,38,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",4/10/2016,0,,0,0,44,60,29,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",4/11/2016,0,,0,0,58,76,47,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/12/2016,0.85,,0,0,62,64,55,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/13/2016,0,,0,0,56,64,45,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",4/14/2016,0,,0,0,53,66,38,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/15/2016,0,,0,0,54,67,40,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/16/2016,0,,0,0,53,70,35,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/17/2016,0,,0,0,56,72,37,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",4/18/2016,0,,0,0,62,84,42,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/19/2016,0,,0,0,70,88,53,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",4/20/2016,0,,0,0,67,75,57,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/21/2016,0,,0,0,66,81,53,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/22/2016,1.02,,0,0,66,72,62,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/23/2016,0,,0,0,66,77,61,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/24/2016,0,,0,0,63,74,50,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/25/2016,0,,0,0,66,81,53,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/26/2016,0,,0,0,71,84,59,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/27/2016,0.52,,0,0,74,87,64,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",4/28/2016,0.24,,0,0,72,85,64,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/29/2016,0,,0,0,68,78,60,20
USW00013722,"RALEIGH AIRPORT, NC US",4/30/2016,0,,0,0,62,65,58,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/1/2016,0.18,,0,0,65,77,59,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/2/2016,0.09,,0,0,72,87,66,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/3/2016,0.44,,0,0,69,79,63,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/4/2016,0,,0,0,65,74,55,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/5/2016,0.68,,0,0,56,61,49,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/6/2016,0.68,,0,0,54,67,50,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/7/2016,0,,0,0,61,75,50,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/8/2016,0,,0,0,71,82,60,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/9/2016,0.12,,0,0,71,81,58,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/10/2016,0,,0,0,74,84,65,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/11/2016,0,,0,0,73,83,63,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/12/2016,0.56,,0,0,71,81,64,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/13/2016,0,,0,0,70,78,59,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/14/2016,0,,0,0,67,82,52,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/15/2016,0,,0,0,60,67,48,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/16/2016,0,,0,0,57,73,42,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/17/2016,0.27,,0,0,64,69,57,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/18/2016,0.1,,0,0,62,64,57,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/19/2016,0.07,,0,0,61,62,57,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",5/20/2016,0,,0,0,62,71,56,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/21/2016,0.3,,0,0,67,77,62,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/22/2016,0.22,,0,0,63,70,53,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/23/2016,0.02,,0,0,58,68,51,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/24/2016,0,,0,0,65,83,50,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/25/2016,0,,0,0,73,87,59,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/26/2016,0,,0,0,76,89,64,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/27/2016,0,,0,0,78,88,68,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/28/2016,0,,0,0,75,87,59,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/29/2016,1.95,,0,0,73,76,65,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/30/2016,0.5,,0,0,71,84,66,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/31/2016,0,,0,0,75,85,70,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/1/2016,0,,0,0,75,86,67,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/2/2016,0,,0,0,75,88,70,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/3/2016,0.07,,0,0,80,91,70,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/4/2016,0.61,,0,0,79,92,69,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/5/2016,0.69,,0,0,79,89,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/6/2016,0.04,,0,0,76,82,71,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",6/7/2016,0.05,,0,0,78,88,67,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/8/2016,0,,0,0,72,81,58,22.22222222
